CustomerId,CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Bank DOJ,Surname,Geography,Gender,Complain,Satisfaction Score,Card Type,Point Earned
15771873,776,37,4,103769.22,2,1,0,194099.12,0,21-06-19,Buccho,Germany,Female,0,1,SILVER,268
15616550,698,44,6,116363.37,2,1,0,198059.16,0,30-03-17,Chidiebele,Germany,Male,0,4,SILVER,829
15768193,585,36,4,146050.97,2,0,0,86424.57,0,12-05-19,Trevisani,Germany,Male,0,3,SILVER,665
15683553,788,33,5,0,2,0,0,116978.19,0,13-03-18,O'Brien,France,Female,0,3,GOLD,982
15702298,655,41,5,125561.97,1,0,0,164040.94,1,17-09-18,Parkhill,Germany,Male,1,3,SILVER,343
15569590,601,42,7,98495.72,1,1,0,40014.76,1,21-06-16,Yoo,Germany,Male,1,2,DIAMOND,225
15760861,619,43,6,125211.92,1,1,1,113410.49,0,20-03-17,Phillipps,France,Male,0,5,SILVER,657
15630053,656,45,6,127864.4,1,1,0,87107.57,0,21-09-17,Tsao,France,Male,0,2,PLATINUM,221
15647091,725,19,6,75888.2,1,0,0,45613.75,0,28-08-17,Endrizzi,Germany,Male,0,2,PLATINUM,406
15623944,511,66,7,0,1,1,0,1643.11,1,21-09-16,T'ien,Spain,Female,1,5,SILVER,549
15804771,614,51,4,40685.92,1,1,1,46775.28,0,10-01-19,Velazquez,France,Male,0,4,PLATINUM,954
15651280,742,35,6,136857,1,0,0,84509.57,0,19-06-17,Hunter,Germany,Male,0,4,GOLD,823
15773469,687,27,4,152328.88,2,0,0,126494.82,0,29-11-18,Clark,Germany,Female,0,5,DIAMOND,769
15702014,555,33,5,56084.69,2,0,0,178798.13,0,11-06-18,Jeffrey,Spain,Male,0,5,PLATINUM,481
15751208,684,56,4,78707.16,1,1,1,99398.36,0,27-01-19,Pirozzi,Spain,Male,0,4,SILVER,903
15592461,603,26,4,109166.37,1,1,1,92840.67,0,02-04-19,Jackson,Germany,Male,0,3,PLATINUM,882
15789484,751,36,6,169831.46,2,1,1,27758.36,0,26-05-17,Hammond,Germany,Female,1,5,GOLD,379
15696061,581,34,4,101633.04,1,1,0,110431.51,0,31-01-19,Brownless,Germany,Female,1,3,PLATINUM,469
15641582,735,43,6,123180.01,2,1,1,196673.28,0,22-11-16,Chibugo,Germany,Male,1,3,PLATINUM,683
15638424,661,35,3,150725.53,2,0,1,113656.85,0,26-09-19,Glauert,Germany,Female,1,1,GOLD,770
15755648,675,21,5,98373.26,1,1,0,18203,0,28-08-18,Pisano,France,Female,0,5,SILVER,985
15703793,738,58,3,133745.44,4,1,0,28373.86,1,25-12-19,Konovalova,Germany,Male,1,4,GOLD,725
15620344,813,29,6,0,1,1,0,33953.87,0,03-12-16,McKee,France,Male,0,3,PLATINUM,259
15812518,657,37,6,163607.18,1,0,1,44203.55,0,29-01-17,Palermo,Spain,Female,0,2,GOLD,979
15779052,604,25,4,157780.84,2,1,1,58426.81,0,06-05-19,Ballard,Germany,Female,0,2,SILVER,988
15770811,519,36,6,0,2,0,1,145562.4,0,01-09-17,Wallace,France,Male,0,2,PLATINUM,833
15780961,735,21,5,178718.19,2,1,0,22388,0,09-07-18,Cavenagh,France,Female,0,1,PLATINUM,527
15614049,664,55,5,0,2,1,1,139161.64,0,04-09-18,Hu,France,Male,0,5,SILVER,220
15662085,678,32,7,0,1,1,1,148210.64,0,14-09-16,Read,France,Female,0,4,GOLD,983
15575185,757,33,6,77253.22,1,0,1,194239.63,0,15-05-17,Bushell,Spain,Male,0,3,SILVER,582
15803136,416,41,4,122189.66,2,1,0,98301.61,0,25-08-19,Postle,Germany,Female,0,3,SILVER,281
15706021,665,34,6,96645.54,2,0,0,171413.66,0,31-10-16,Buley,France,Female,0,3,DIAMOND,798
15663706,777,32,7,0,1,1,0,136458.19,1,25-05-16,Leonard,France,Female,1,5,SILVER,917
15641732,543,36,4,0,2,0,0,26019.59,0,15-04-19,Mills,France,Female,0,2,DIAMOND,255
15701164,506,34,4,90307.62,1,1,1,159235.29,0,17-11-18,Onyeorulu,France,Female,0,4,SILVER,511
15738751,493,46,5,0,2,1,0,1907.66,0,06-12-17,Beit,France,Female,0,1,SILVER,498
15805254,652,75,3,0,2,1,1,114675.75,0,03-11-19,Ndukaku,Spain,Female,0,5,DIAMOND,651
15762418,750,22,5,121681.82,1,1,0,128643.35,1,27-11-17,Gant,Spain,Male,1,2,SILVER,852
15625759,729,30,6,0,2,1,0,151869.35,0,24-09-16,Rowley,France,Male,0,1,DIAMOND,807
15622897,646,46,5,0,3,1,0,93251.42,1,04-11-17,Sharpe,France,Female,1,3,PLATINUM,470
15767954,635,28,4,81623.67,2,1,1,156791.36,0,14-04-19,Osborne,Germany,Female,0,1,DIAMOND,659
15757535,647,44,4,0,3,1,1,174205.22,1,28-12-18,Heap,Spain,Female,1,3,DIAMOND,752
15731511,808,45,7,118626.55,2,1,0,147132.46,0,10-01-16,Ritchie,France,Male,0,1,SILVER,559
15809248,524,36,6,0,2,1,0,109614.57,0,04-06-17,Cole,France,Female,0,2,GOLD,375
15640635,769,29,4,0,2,1,1,172290.61,0,31-12-18,Capon,France,Male,0,2,DIAMOND,411
15676966,730,42,4,0,2,0,1,85982.47,0,23-04-19,Capon,Spain,Male,0,4,DIAMOND,722
15699461,515,35,5,176273.95,1,0,1,121277.78,0,03-01-18,Fiorentini,Spain,Male,0,1,GOLD,231
15738721,773,41,6,102827.44,1,0,1,64595.25,0,27-02-17,Graham,Spain,Male,0,5,DIAMOND,488
15693683,814,29,7,97086.4,2,1,1,197276.13,0,21-09-16,Yuille,Germany,Male,0,2,GOLD,965
15604348,710,22,4,0,2,0,0,99645.04,0,24-08-19,Allard,Spain,Male,0,4,SILVER,289
15633059,413,34,3,0,2,0,0,6534.18,0,23-11-19,Fanucci,France,Male,0,1,PLATINUM,449
15808582,665,40,3,0,1,1,1,161848.03,0,06-12-19,Fu,France,Female,0,2,SILVER,651
15743192,623,44,5,0,2,0,0,167162.43,0,15-10-17,Hung,France,Female,0,2,DIAMOND,520
15580146,738,31,5,82674.15,1,1,0,41970.72,0,29-07-18,Hung,France,Male,0,4,DIAMOND,234
15776605,528,36,4,0,2,1,0,60536.56,0,03-06-19,Bradley,Spain,Male,0,5,SILVER,458
15804919,670,65,3,0,1,1,1,177655.68,1,18-11-19,Dunbabin,Spain,Female,1,2,GOLD,915
15613854,622,46,4,107073.27,2,1,1,30984.59,1,30-03-19,Mauldon,Spain,Female,1,3,GOLD,299
15599195,582,32,4,88938.62,1,1,1,10054.53,0,24-07-19,Stiger,Germany,Male,0,4,GOLD,838
15812878,785,36,3,99806.85,1,0,1,36976.52,0,24-10-19,Parsons,Germany,Female,0,5,PLATINUM,786
15602312,605,33,5,150092.8,1,0,0,71862.79,0,28-05-18,Walkom,Spain,Male,0,3,DIAMOND,509
15744689,479,35,5,92833.89,1,1,0,99449.86,1,10-09-18,T'ang,Germany,Male,1,3,DIAMOND,328
15803526,685,30,4,90536.81,1,0,1,63082.88,0,03-07-19,Eremenko,Germany,Male,0,4,SILVER,347
15665790,538,39,4,108055.1,2,1,0,27231.26,0,21-09-19,Rowntree,Germany,Male,0,5,SILVER,534
15715951,562,42,6,100238.35,1,0,0,86797.41,0,01-10-16,Thorpe,France,Male,0,5,PLATINUM,709
15591100,675,36,5,106190.55,1,0,1,22994.32,0,14-11-17,Chiemela,Spain,Male,0,4,SILVER,749
15609618,721,28,3,154475.54,2,0,1,101300.94,1,05-10-19,Fanucci,Germany,Male,1,5,PLATINUM,541
15675522,628,30,6,132351.29,2,1,1,74169.13,0,31-07-17,Ko,Germany,Female,0,2,GOLD,736
15705512,668,37,4,167864.4,1,1,0,115638.29,0,19-11-18,Welch,Germany,Female,0,4,SILVER,529
15698028,506,41,5,0,2,1,0,31766.3,0,03-06-18,Duncan,France,Female,0,4,GOLD,594
15661670,524,31,3,107818.63,1,1,0,199725.39,1,26-09-19,Chidozie,Germany,Female,1,1,SILVER,462
15600781,699,34,5,185173.81,2,1,0,120834.48,0,24-12-17,Wu,Germany,Male,0,3,PLATINUM,429
15682472,828,34,3,129433.34,2,0,0,38131.77,0,05-11-19,Culbreth,France,Male,0,4,SILVER,370
15580203,674,39,6,120193.42,1,0,0,100130.95,0,21-12-16,Kennedy,Spain,Male,0,1,PLATINUM,510
15690673,656,39,4,0,2,1,0,141069.88,0,20-06-19,Cameron,France,Female,0,4,DIAMOND,638
15760085,684,48,7,126384.42,1,1,1,198129.36,0,30-07-16,Calabresi,Germany,Female,0,1,GOLD,462
15779659,625,28,3,0,1,0,0,183646.41,0,16-10-19,Zetticci,France,Female,0,4,GOLD,718
15627360,432,42,6,152603.45,1,1,0,110265.24,1,22-11-16,Fuller,France,Male,1,3,DIAMOND,437
15671137,549,52,4,0,1,0,1,8636.05,1,03-12-18,MacDonald,France,Female,1,4,DIAMOND,485
15782688,625,56,4,148507.24,1,1,0,46824.08,1,08-12-18,Piccio,Germany,Male,1,3,PLATINUM,410
15575492,828,41,3,0,2,1,0,171378.77,0,02-12-19,Kennedy,France,Female,0,2,PLATINUM,666
15591607,770,24,7,101827.07,1,1,0,167256.35,0,13-08-16,Fernie,France,Male,0,4,GOLD,730
15740404,758,34,4,0,2,1,1,124226.16,0,12-09-19,He,France,Female,0,2,PLATINUM,375
15718369,795,33,3,130862.43,1,1,1,114935.21,0,13-11-19,Kaodilinakachukwu,Germany,Female,0,5,GOLD,411
15677871,687,38,6,122570.87,1,1,1,35608.88,0,13-11-16,Cocci,France,Male,0,4,DIAMOND,595
15642004,686,25,5,0,2,0,1,16459.37,0,18-12-17,Alekseeva,France,Male,0,1,DIAMOND,578
15712543,789,39,4,124828.46,2,1,1,124411.08,0,07-01-19,Chinweike,Germany,Male,0,2,PLATINUM,377
15584518,589,50,5,144895.05,2,1,1,34941.23,0,23-09-17,Arthur,Germany,Female,0,2,GOLD,831
15802381,461,34,5,63663.93,1,0,1,167784.28,0,05-12-17,Li,Germany,Female,0,1,SILVER,497
15610156,637,40,4,133463.1,1,0,1,93165.34,0,21-12-18,Ma,France,Male,0,1,PLATINUM,374
15594408,584,48,4,213146.2,1,1,0,75161.25,1,06-02-19,Chia,Spain,Female,0,4,DIAMOND,814
15640905,579,35,7,129490.36,2,0,1,8590.83,1,06-06-16,Vasin,Spain,Female,1,4,GOLD,247
15698932,756,44,6,137452.09,1,1,0,189543.9,0,18-10-16,Groves,Germany,Male,0,5,PLATINUM,965
15724944,663,34,4,0,2,1,1,180427.24,0,28-12-18,Tien,France,Male,0,3,SILVER,912
15628145,682,43,6,125851.93,1,1,1,193318.33,0,07-11-16,Forwood,France,Female,0,4,GOLD,462
15713483,793,52,5,0,1,1,0,159123.82,1,28-05-18,Greeves,Spain,Male,1,5,GOLD,883
15612350,691,31,3,40915.55,1,1,0,126213.84,1,02-12-19,Taylor,France,Female,0,2,SILVER,402
15800703,485,21,5,113157.22,1,1,1,54141.5,0,03-06-18,Madukwe,Spain,Female,0,4,GOLD,764
15705707,635,29,4,138296.94,2,1,0,141075.51,0,09-12-18,Bennelong,Spain,Female,0,1,PLATINUM,608
15754105,650,37,4,106967.18,1,0,0,24495.03,0,13-09-19,Olisanugo,France,Male,0,5,PLATINUM,652
15703264,735,44,6,120681.63,1,1,0,74836.34,0,15-07-17,Chukwufumnanya,France,Male,0,2,SILVER,520
15794413,416,32,4,0,2,0,1,878.87,0,07-09-19,Harris,France,Male,0,5,GOLD,884
15650237,754,32,4,0,2,1,0,89520.75,0,21-10-18,Morgan,Spain,Female,0,1,SILVER,800
15759618,535,48,4,0,1,1,0,149892.79,1,03-06-19,Alexeeva,France,Female,1,4,GOLD,697
15811589,716,42,4,0,2,1,0,180800.42,0,18-01-19,Metcalfe,Spain,Male,0,2,SILVER,427
15689044,539,37,6,127609.59,1,1,0,98646.22,0,06-02-17,Humphries,France,Male,0,1,DIAMOND,620
15709368,614,43,3,0,2,1,1,109041.53,0,16-11-19,Milne,France,Female,0,1,PLATINUM,318
15679145,706,57,5,0,1,1,0,17941.16,1,05-12-17,Chou,Spain,Male,1,1,GOLD,701
15655007,758,33,3,0,2,0,0,82996.47,0,13-12-19,Li,France,Female,0,4,PLATINUM,953
15623595,586,28,4,0,2,1,1,92067.35,0,18-07-19,Clayton,Spain,Female,0,5,PLATINUM,635
15589975,646,73,6,97259.25,1,0,1,104719.66,0,22-08-17,Maclean,France,Female,0,1,PLATINUM,250
15804017,631,33,3,123246.7,1,0,0,112687.57,0,01-12-19,Chigolum,Germany,Female,0,3,SILVER,662
15692132,717,22,3,101060.25,1,0,1,84699.56,0,21-10-19,Wilkinson,Spain,Female,0,2,GOLD,666
15641122,684,30,5,0,2,1,0,83473.82,0,02-10-17,Wei,France,Male,0,4,DIAMOND,699
15630910,800,49,7,108007.36,1,0,0,47125.11,0,24-03-16,Treacy,France,Female,0,3,PLATINUM,855
15680772,721,36,6,0,2,1,1,106977.8,0,21-12-16,Hu,Spain,Female,0,5,SILVER,534
15658929,683,29,4,133702.89,1,1,0,55582.54,1,27-03-19,Taverner,Spain,Male,1,1,PLATINUM,388
15585388,660,31,6,125189.75,2,1,1,139874.43,0,03-10-16,Sherman,Germany,Male,0,5,GOLD,612
15724623,704,24,5,113034.22,1,1,0,162503.48,1,15-10-17,Taubman,Germany,Female,1,2,PLATINUM,801
15588537,615,41,4,109013.23,1,1,0,196499.96,0,18-08-19,Robinson,Spain,Female,0,1,PLATINUM,561
15574692,667,39,5,0,2,1,0,40721.24,1,18-12-17,Pinto,Spain,Female,1,5,PLATINUM,308
15611325,682,24,6,57929.81,2,0,0,53134.3,0,23-09-16,Wood,Germany,Male,0,5,SILVER,643
15587562,484,29,7,130114.39,1,1,0,164017.89,0,10-05-16,Hawkins,France,Female,0,1,GOLD,249
15613172,628,27,5,95826.49,2,1,0,155996.96,0,09-12-17,Sun,Germany,Male,1,2,SILVER,818
15651022,480,44,7,129608.57,1,1,0,5472.7,1,07-09-16,Yost,Germany,Male,1,1,GOLD,775
15586310,578,30,4,169462.09,1,1,0,112187.11,0,24-12-18,Ting,France,Male,1,5,DIAMOND,872
15625524,512,40,3,0,2,1,1,146457.83,0,06-10-19,Rowe,France,Male,0,3,DIAMOND,435
15755209,484,35,3,133868.21,1,1,1,27286.1,0,07-12-19,Fu,Spain,Female,0,2,SILVER,415
15645248,510,30,4,0,2,1,1,130553.47,0,12-08-19,Ho,France,Female,0,2,DIAMOND,430
15790355,606,36,4,190479.48,2,0,0,179351.89,0,30-12-18,Okechukwu,Germany,Male,0,5,PLATINUM,929
15762615,597,40,7,101993.12,1,0,1,94774.12,0,12-09-16,Campbell,Spain,Female,0,5,SILVER,681
15625426,754,55,6,161608.81,1,1,0,8080.85,1,01-01-17,Ashbolt,Germany,Female,1,4,GOLD,810
15716334,850,45,5,122311.21,1,1,1,19482.5,0,11-12-17,Rozier,Spain,Female,0,5,GOLD,739
15789669,510,65,7,0,2,1,1,48071.61,0,14-06-16,Hsia,France,Male,0,1,SILVER,280
15621075,778,45,3,162150.42,2,1,0,174531.27,0,03-10-19,Ogbonnaya,Germany,Female,0,2,DIAMOND,250
15810845,636,42,3,0,2,1,1,55470.78,0,24-12-19,T'ang,France,Male,0,4,PLATINUM,991
15719377,804,50,3,0,1,1,1,8546.87,1,05-11-19,Cocci,France,Female,1,2,GOLD,482
15654506,514,32,5,0,2,1,0,95857.18,0,26-09-17,Chang,France,Male,0,4,PLATINUM,423
15771977,730,39,6,99010.67,1,1,0,194945.8,0,07-01-17,T'ao,France,Female,0,5,GOLD,260
15708710,525,37,4,0,1,0,1,131521.72,0,03-07-19,Ford,Spain,Female,0,5,SILVER,642
15726676,616,30,5,0,2,0,1,196108.51,0,06-05-18,Marshall,Spain,Male,0,4,PLATINUM,701
15587421,687,34,4,111388.18,2,1,0,148564.76,0,30-11-18,Tsai,Germany,Female,0,4,GOLD,570
15726931,715,41,7,56214.85,2,0,0,92982.61,1,30-04-16,Onwumelu,France,Female,1,4,GOLD,790
15771086,512,36,7,84327.77,2,1,0,17675.36,0,13-06-16,Graham,France,Female,0,5,PLATINUM,727
15756850,479,40,3,0,2,0,0,114996.43,0,05-11-19,Golovanov,France,Male,0,3,SILVER,909
15702741,601,32,3,93012.89,1,1,0,86957.42,0,14-12-19,Potts,France,Male,0,2,GOLD,799
15679200,580,29,3,61710.44,2,1,0,128077.8,0,21-12-19,Crawford,Spain,Male,0,1,DIAMOND,520
15594815,807,35,5,174790.15,1,1,1,600.36,0,10-09-18,Aleshire,France,Male,0,3,SILVER,861
15635905,616,32,4,0,2,1,1,43001.46,0,19-12-18,Moran,Spain,Female,0,5,GOLD,512
15777892,721,37,4,107720.64,1,1,1,158591.12,0,06-12-18,Samsonova,Germany,Male,0,1,PLATINUM,478
15656176,501,57,4,0,2,1,1,47847.19,0,01-08-19,Jenkins,France,Male,0,5,PLATINUM,374
15811127,521,35,4,96423.84,1,1,0,10488.44,0,19-10-18,Volkov,France,Male,0,4,PLATINUM,280
15604482,850,30,5,141040.01,1,1,1,5978.2,0,24-10-17,Chiemezie,Spain,Male,0,2,DIAMOND,615
15622911,759,42,4,105420.18,1,0,1,121409.06,0,09-02-19,Jude,France,Male,0,3,GOLD,435
15600974,516,50,3,0,1,0,1,146145.93,1,26-10-19,He,Spain,Male,1,5,GOLD,509
15727868,711,38,3,129022.06,2,1,1,14374.86,1,12-11-19,Onuora,France,Female,1,4,DIAMOND,321
15627801,512,33,6,176666.62,1,1,0,94670.77,0,17-10-16,Ginikanwa,Spain,Male,0,1,PLATINUM,726
15773039,550,37,4,0,1,1,1,179670.31,0,23-05-19,Ku,France,Male,0,3,GOLD,516
15755262,608,41,4,89763.84,1,0,0,199304.74,1,25-07-19,McDonald,Spain,Female,1,3,PLATINUM,639
15679531,618,34,5,134954.53,1,1,1,151954.39,0,10-12-17,Collins,France,Male,0,2,SILVER,512
15684181,643,45,5,0,1,1,0,142513.5,1,24-12-17,Hackett,France,Male,1,3,GOLD,730
15612087,671,45,4,106376.85,1,0,1,158264.62,0,18-08-19,Dike,France,Male,0,3,DIAMOND,244
15752047,689,33,5,161814.64,2,1,0,169381.9,0,21-09-18,Trevisano,Germany,Male,0,3,PLATINUM,292
15624592,603,31,6,0,2,1,1,169915.02,0,02-11-16,Tan,France,Male,0,3,GOLD,245
15573152,620,41,5,0,2,0,0,88852.47,0,29-08-18,Glassman,France,Female,0,3,DIAMOND,848
15594917,676,34,4,63095.01,1,1,1,40645.81,0,12-11-18,Miller,France,Female,0,3,SILVER,974
15785542,572,26,5,118287.01,2,0,0,60427.3,0,16-09-18,Kornilova,Germany,Male,0,4,DIAMOND,958
15723488,668,47,5,106854.21,1,0,1,157959.02,1,07-12-17,Watson,Germany,Male,1,3,GOLD,629
15680920,695,46,5,49512.55,1,1,0,133007.34,0,08-01-18,Marchesi,France,Male,0,3,DIAMOND,310
15786308,730,33,5,0,2,0,0,176576.62,0,17-08-18,Millar,Spain,Female,0,1,SILVER,621
15659366,807,43,3,105799.32,2,1,0,34888.04,1,25-12-19,Shih,France,Male,1,4,DIAMOND,924
15774854,592,54,7,0,1,1,1,28737.71,1,21-03-16,Fuller,France,Male,1,2,PLATINUM,359
15725311,726,31,4,114722.05,2,1,1,98178.57,0,06-09-19,Hay,France,Female,0,5,SILVER,811
15787155,514,30,4,0,1,0,1,125010.24,0,14-09-19,Yang,Spain,Male,0,4,DIAMOND,583
15727829,567,42,3,0,2,1,1,167984.61,0,08-10-19,McIntyre,France,Male,0,5,SILVER,959
15733247,850,33,6,0,1,1,0,4861.72,1,04-01-17,Stevenson,France,Male,1,1,SILVER,359
15568748,671,45,4,99564.22,1,1,1,108872.45,1,29-11-18,Poole,Germany,Male,1,3,PLATINUM,901
15699029,670,37,5,170557.91,2,1,0,198252.88,0,12-01-18,Bagley,France,Male,0,5,GOLD,729
15774393,694,30,5,0,2,1,1,26960.31,0,27-01-18,Ch'ien,France,Female,0,5,DIAMOND,829
15676895,547,39,5,74596.15,3,1,1,85746.52,1,23-04-18,Cattaneo,Germany,Female,1,4,SILVER,790
15637753,751,50,6,96888.39,1,1,0,77206.25,1,02-09-17,O'Sullivan,Germany,Male,1,2,DIAMOND,756
15605461,594,29,5,130830.22,1,1,0,61048.53,0,31-12-17,Lucas,Germany,Female,0,4,GOLD,873
15808473,673,72,4,0,2,0,1,111981.19,0,16-11-18,Ringrose,France,Male,0,3,SILVER,865
15627000,610,40,4,0,2,1,0,62232.6,0,31-03-19,Freeman,France,Male,0,5,GOLD,690
15787174,512,37,3,0,2,0,1,156105.03,0,21-11-19,Sergeyev,France,Female,0,4,PLATINUM,722
15723886,767,20,6,119714.25,2,0,1,150135.38,0,10-06-17,Fiore,Germany,Male,0,4,DIAMOND,535
15704769,585,67,6,113978.97,2,0,1,93146.11,0,18-09-17,Smith,France,Female,0,5,SILVER,580
15772896,763,42,3,100160.75,1,1,0,33462.94,1,14-10-19,Dumetochukwu,Germany,Male,1,3,GOLD,709
15711540,712,29,7,0,1,1,1,144375,0,06-06-16,Pacheco,France,Female,0,4,GOLD,930
15764866,539,43,6,116220.5,3,1,0,55803.96,1,29-11-16,Synnot,Germany,Female,1,4,DIAMOND,264
15794056,668,46,4,0,3,1,0,89048.46,1,28-12-18,Johnston,France,Female,1,1,DIAMOND,943
15795149,703,28,5,81173.83,2,0,1,162812.16,0,03-07-18,Stevens,France,Male,0,2,PLATINUM,388
15812009,662,38,4,0,2,1,0,136259.65,0,10-06-19,Grant,Spain,Male,0,5,GOLD,248
15651001,725,39,4,116803.8,1,1,0,124052.97,0,22-08-19,Tsao,Germany,Female,0,2,GOLD,763
15813844,703,37,4,105961.68,2,0,1,74158.8,0,01-09-19,Barnes,France,Male,0,1,DIAMOND,619
15596175,659,67,6,117411.6,1,1,1,45071.09,1,26-03-17,McIntosh,Germany,Male,1,2,SILVER,815
15576269,523,34,7,0,2,1,0,62030.06,0,30-04-16,Madison,Spain,Male,0,4,DIAMOND,566
15797219,635,40,7,123497.58,1,1,0,131953.23,1,16-09-16,Ifesinachi,France,Female,1,5,GOLD,774
